Year,ICD10_Code,ICD10_Diagnosis,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Value
2007/08,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,61945
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,7793
2007/08,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,16495
2007/08,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,11005
2007/08,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,4597
2007/08,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,18411
2007/08,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,3154
2007/08,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,51142
2007/08,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,50489
2007/08,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,127041
2007/08,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,198602
2007/08,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,22692
2007/08,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,44767
2007/08,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,9019
2007/08,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,5405
2007/08,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,11860
2007/08,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,8130
2007/08,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,1373
2007/08,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,42015
2007/08,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,14958
2007/08,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,.
2007/08,All,All admissions,Hospital admissions,Attributable number,All admissions,Male,281500
2007/08,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Male,114100
2007/08,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Male,56400
2007/08,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Male,96100
2007/08,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Male,8400
2007/08,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,42200
2007/08,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,8100
2007/08,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,16400
2007/08,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3100
2007/08,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,.
2007/08,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,28000
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2700
2007/08,C16,Stomach,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,4300
2007/08,C25,Pancreas,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2600
2007/08,C80,Unspecified Site,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2500
2007/08,C92,Myeloid Leukaemia,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,4200
2007/08,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,2800
2007/08,J44,Chronic Airway Obstruction,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,40700
2007/08,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,12900
2007/08,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,23700
2007/08,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,52800
2007/08,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,4000
2007/08,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,8300
2007/08,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,5700
2007/08,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,1500
2007/08,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,6300
2007/08,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,1400
2007/08,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,600
2007/08,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,5100
2007/08,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,1400
2007/08,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,.
2007/08,All,All admissions,Hospital admissions,Number of admissions,All admissions,Female,4746656
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Female,641401
2007/08,C00-D48,All cancers,Hospital admissions,Number of admissions,All cancers,Female,680151
2007/08,J00-J99,All respiratory diseases,Hospital admissions,Number of admissions,All respiratory diseases,Female,205799
2007/08,I00-I99,All circulatory diseases,Hospital admissions,Number of admissions,All circulatory diseases,Female,364468
2007/08,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Female,552744
2007/08,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,33731
2007/08,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,4709
2007/08,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,9396
2007/08,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,750
2007/08,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,6530
2007/08,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,18884
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,4030
2007/08,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,6844
2007/08,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,10657
2007/08,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,6250
2007/08,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,14128
2007/08,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,2520
2007/08,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,49125
2007/08,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,47263
2007/08,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,108181
2007/08,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,102471
2007/08,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,15387
2007/08,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,47555
2007/08,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,2649
2007/08,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,3173
2007/08,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,11341
2007/08,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,11840
2007/08,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,2188
2007/08,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,62738
2007/08,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,46939
2007/08,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,12122
2007/08,All,All admissions,Hospital admissions,Attributable number,All admissions,Female,158900
2007/08,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Female,47200
2007/08,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Female,49400
2007/08,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Female,42500
2007/08,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Female,8100
2007/08,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,25100
2007/08,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,2400
2007/08,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,5800
2007/08,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,600
2007/08,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,800
2007/08,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Female,5700
